Employee_Number,Age,CF_age_band,Gender,Marital_Status,Department,Job_Role,Job_Level,Education,Education_Field,Total_Working_Years,Years_At_Company,Years_In_Current_Role,Years_Since_Last_Promotion,Years_With_Curr_Manager,Monthly_Income,Percent_Salary_Hike,Stock_Option_Level,Job_Satisfaction,Environment_Satisfaction,Relationship_Satisfaction,Work_Life_Balance,Job_Involvement,Performance_Rating,Over_Time,Business_Travel,Distance_From_Home,Training_Times_Last_Year,Num_Companies_Worked,Attrition,CF_attrition_label,CF_current_Employee,Hourly_Rate,Daily_Rate,Monthly_Rate,Employee_Count,Standard_Hours,Over18
STAFF-820,40,35 - 44,Female,Divorced,Sales,Manager,2,Master's Degree,Technical Degree,21,0,0,0,0,9613,14,0,3,3,3,4,2,3,No,Travel_Rarely,9,5,3,Yes,Ex-Employees,0,60,379,7047,1,80,Y
STAFF-821,37,35 - 44,Male,Married,HR,HR Manager,1,PhD,Marketing,19,0,0,0,0,5815,19,0,2,2,4,3,4,3,Yes,Travel_Frequently,9,1,1,Yes,Ex-Employees,0,96,299,12774,1,80,Y
STAFF-822,30,25 - 34,Male,Single,IT,IT Support,2,Bachelor's Degree,Medical,3,0,0,0,0,8409,18,1,1,1,4,2,3,3,No,Travel_Rarely,1,1,1,No,Current Employees,1,88,1060,10783,1,80,Y
STAFF-823,37,35 - 44,Female,Single,HR,Recruiter,2,Bachelor's Degree,Life Sciences,13,0,0,0,0,8378,12,0,2,1,3,2,2,3,No,Non-Travel,4,0,2,No,Current Employees,1,67,460,20841,1,80,Y
STAFF-824,18,Under 25,Male,Single,Finance,Accountant,1,Associates Degree,Other,0,0,0,0,0,7935,16,0,3,4,2,4,2,1,No,Travel_Frequently,1,4,1,Yes,Ex-Employees,0,65,875,6216,1,80,Y
STAFF-825,33,25 - 34,Female,Divorced,HR,HR Specialist,2,Bachelor's Degree,Medical,7,7,2,1,0,10158,10,1,1,3,3,3,4,3,No,Travel_Rarely,17,6,1,No,Current Employees,1,68,1060,5236,1,80,Y
STAFF-826,28,25 - 34,Male,Married,Marketing,Marketing Manager,1,Bachelor's Degree,Marketing,9,9,0,0,0,7855,13,1,4,1,1,1,1,3,No,Travel_Frequently,2,2,1,No,Current Employees,1,50,1095,10436,1,80,Y
STAFF-827,29,25 - 34,Male,Married,HR,HR Manager,2,Associates Degree,Medical,12,3,2,1,0,10490,9,2,4,4,3,2,2,3,No,Travel_Frequently,7,2,2,No,Current Employees,1,72,904,8600,1,80,Y
STAFF-828,40,35 - 44,Male,Divorced,Marketing,Content Creator,1,Bachelor's Degree,Other,15,1,1,1,1,5517,14,1,2,1,3,2,2,2,Yes,Travel_Frequently,10,1,1,Yes,Ex-Employees,0,78,1277,15852,1,80,Y
STAFF-829,48,45 - 54,Female,Married,HR,HR Specialist,4,Bachelor's Degree,Other,21,6,1,0,0,13080,14,0,3,4,1,2,2,3,Yes,Travel_Frequently,18,4,2,Yes,Ex-Employees,0,52,1194,16680,1,80,Y
STAFF-830,47,45 - 54,Female,Single,IT,Software Engineer,1,Associates Degree,Other,24,0,0,0,0,6951,10,0,1,4,3,1,4,3,No,Travel_Rarely,3,5,1,Yes,Ex-Employees,0,67,355,15785,1,80,Y
STAFF-831,35,35 - 44,Female,Single,Sales,Sales Representative,1,High School,Medical,8,1,1,1,1,4759,14,3,1,3,2,3,4,3,Yes,Travel_Rarely,6,2,1,Yes,Ex-Employees,0,60,978,11710,1,80,Y
STAFF-832,46,45 - 54,Female,Divorced,Finance,Financial Analyst,2,Bachelor's Degree,Human Resources,31,11,0,0,0,11212,18,0,3,2,4,4,1,3,No,Non-Travel,2,4,1,No,Current Employees,1,78,686,15579,1,80,Y
STAFF-833,36,35 - 44,Male,Married,IT,IT Support,2,High School,Life Sciences,12,2,2,0,0,9270,17,1,4,1,1,1,3,4,Yes,Travel_Rarely,2,6,5,Yes,Ex-Employees,0,82,677,15295,1,80,Y
STAFF-834,31,25 - 34,Female,Single,R&D,Healthcare Representative,1,Master's Degree,Marketing,1,1,1,1,0,5597,14,1,1,2,3,3,1,4,Yes,Travel_Frequently,7,5,1,Yes,Ex-Employees,0,57,1058,18467,1,80,Y
STAFF-835,20,Under 25,Female,Single,Finance,Financial Analyst,2,Master's Degree,Medical,0,0,0,0,0,10300,19,1,3,2,2,3,4,3,No,Non-Travel,14,5,1,Yes,Ex-Employees,0,52,628,22727,1,80,Y
STAFF-836,38,35 - 44,Male,Married,Finance,Finance Manager,1,Associates Degree,Other,24,1,0,0,1,8794,25,0,1,3,2,4,2,3,No,Non-Travel,8,4,1,Yes,Ex-Employees,0,105,572,10793,1,80,Y
STAFF-837,44,35 - 44,Female,Married,IT,IT Support,2,Bachelor's Degree,Other,20,0,0,0,0,7993,5,1,3,1,3,2,4,3,No,Non-Travel,17,1,4,No,Current Employees,1,87,380,20867,1,80,Y
STAFF-838,26,25 - 34,Male,Divorced,Finance,Finance Manager,3,Associates Degree,Medical,8,2,2,0,2,9454,22,1,1,2,4,3,1,3,No,Non-Travel,9,6,2,No,Current Employees,1,80,1081,11721,1,80,Y
STAFF-839,51,45 - 54,Female,Single,R&D,Laboratory Technician,2,Associates Degree,Other,24,0,0,0,0,6184,11,3,1,2,1,4,4,4,No,Travel_Rarely,7,3,7,No,Current Employees,1,34,972,20905,1,80,Y
STAFF-840,39,35 - 44,Female,Divorced,IT,Software Engineer,1,Master's Degree,Human Resources,23,1,1,0,0,5001,9,0,1,2,2,1,1,4,No,Non-Travel,9,6,3,No,Current Employees,1,64,712,11529,1,80,Y
STAFF-841,28,25 - 34,Female,Married,IT,Data Analyst,1,Bachelor's Degree,Human Resources,0,0,0,0,0,8320,23,0,1,3,2,3,2,3,No,Non-Travel,1,2,3,Yes,Ex-Employees,0,75,1018,14255,1,80,Y
STAFF-842,27,25 - 34,Male,Single,Marketing,Content Creator,1,Bachelor's Degree,Human Resources,3,2,0,0,2,5864,14,0,2,2,1,1,3,2,No,Non-Travel,7,1,1,Yes,Ex-Employees,0,68,874,24897,1,80,Y
STAFF-843,43,35 - 44,Male,Divorced,Marketing,Marketing Manager,3,Bachelor's Degree,Medical,22,4,0,0,2,10590,14,0,2,4,3,1,1,3,Yes,Travel_Frequently,14,1,1,No,Current Employees,1,67,654,5522,1,80,Y
STAFF-844,39,35 - 44,Male,Divorced,HR,HR Manager,2,Master's Degree,Marketing,19,2,0,0,2,7677,30,1,1,2,2,2,1,3,No,Travel_Frequently,15,0,3,Yes,Ex-Employees,0,86,587,7782,1,80,Y
STAFF-845,34,25 - 34,Female,Married,R&D,Laboratory Technician,1,Bachelor's Degree,Other,11,2,0,0,0,8282,17,0,4,3,3,3,1,2,No,Non-Travel,5,0,2,No,Current Employees,1,54,692,18991,1,80,Y
STAFF-846,45,45 - 54,Male,Single,Marketing,Marketing Manager,1,Associates Degree,Other,13,0,0,0,0,5770,11,0,4,1,3,3,1,4,No,Travel_Rarely,7,2,2,No,Current Employees,1,41,816,15320,1,80,Y
STAFF-847,33,25 - 34,Female,Single,Sales,Sales Representative,1,Associates Degree,Other,20,2,1,1,2,6352,6,2,4,2,1,3,1,3,No,Non-Travel,2,1,7,No,Current Employees,1,84,916,16302,1,80,Y
STAFF-848,30,25 - 34,Male,Divorced,R&D,Laboratory Technician,4,Master's Degree,Life Sciences,5,1,0,0,0,12598,6,1,4,3,3,4,1,3,No,Non-Travel,1,6,2,Yes,Ex-Employees,0,63,646,24395,1,80,Y
STAFF-849,31,25 - 34,Male,Married,HR,HR Manager,3,Associates Degree,Other,6,1,0,0,0,9681,11,1,2,3,1,3,2,3,No,Travel_Rarely,2,4,2,Yes,Ex-Employees,0,70,615,20928,1,80,Y
STAFF-850,30,25 - 34,Male,Divorced,Finance,Financial Analyst,2,High School,Marketing,6,1,1,0,0,9674,18,0,4,1,2,4,2,3,No,Non-Travel,2,5,1,Yes,Ex-Employees,0,88,590,13777,1,80,Y
STAFF-851,31,25 - 34,Male,Divorced,Finance,Accountant,2,Bachelor's Degree,Human Resources,5,2,0,0,2,8301,7,2,1,2,1,2,3,3,No,Non-Travel,1,3,1,No,Current Employees,1,69,663,27005,1,80,Y
STAFF-852,33,25 - 34,Female,Married,Marketing,Marketing Specialist,2,Bachelor's Degree,Human Resources,12,1,0,0,0,9054,5,0,4,3,4,1,1,3,No,Travel_Rarely,2,0,1,No,Current Employees,1,87,970,8684,1,80,Y
STAFF-853,37,35 - 44,Male,Single,HR,Recruiter,1,Associates Degree,Technical Degree,12,1,1,1,1,9211,12,0,2,3,3,3,1,3,No,Travel_Frequently,21,1,1,No,Current Employees,1,67,1662,28678,1,80,Y
STAFF-854,31,25 - 34,Female,Married,R&D,Healthcare Representative,1,High School,Marketing,7,2,2,0,2,10712,15,3,1,4,2,4,1,2,Yes,Travel_Rarely,2,2,2,No,Current Employees,1,30,1282,10375,1,80,Y
STAFF-855,43,35 - 44,Female,Single,R&D,Laboratory Technician,2,Associates Degree,Human Resources,31,0,0,0,0,9279,16,1,2,2,4,1,4,3,No,Travel_Rarely,2,4,2,Yes,Ex-Employees,0,55,1009,14672,1,80,Y
STAFF-856,41,35 - 44,Female,Single,R&D,Manufacturing Director,3,Associates Degree,Medical,13,3,0,0,1,9772,19,0,1,3,4,1,4,3,No,Non-Travel,12,6,2,Yes,Ex-Employees,0,47,871,11519,1,80,Y
STAFF-857,33,25 - 34,Male,Divorced,Sales,Sales Representative,1,PhD,Technical Degree,13,1,1,0,0,8509,19,0,1,3,2,2,4,3,No,Travel_Rarely,7,0,1,No,Current Employees,1,55,907,20648,1,80,Y
STAFF-858,40,35 - 44,Male,Single,Finance,Finance Manager,2,Bachelor's Degree,Technical Degree,20,8,1,0,1,8719,18,1,2,1,4,3,1,3,Yes,Non-Travel,16,4,1,No,Current Employees,1,54,713,18350,1,80,Y
STAFF-859,34,25 - 34,Female,Single,Finance,Accountant,2,Bachelor's Degree,Human Resources,8,0,0,0,0,9423,10,0,4,2,2,3,4,4,Yes,Non-Travel,1,6,1,Yes,Ex-Employees,0,68,891,16315,1,80,Y
STAFF-860,33,25 - 34,Female,Married,R&D,Laboratory Technician,2,Bachelor's Degree,Technical Degree,12,3,3,1,0,8400,11,0,4,2,4,2,4,4,Yes,Travel_Rarely,5,4,1,No,Current Employees,1,76,494,13189,1,80,Y
STAFF-861,34,25 - 34,Female,Divorced,Finance,Financial Analyst,2,Associates Degree,Technical Degree,14,2,1,1,0,8978,13,1,1,4,4,3,2,3,No,Non-Travel,1,6,1,No,Current Employees,1,87,557,21591,1,80,Y
STAFF-862,42,35 - 44,Male,Married,Marketing,Marketing Specialist,2,Bachelor's Degree,Human Resources,19,4,2,1,3,8702,9,1,1,4,3,2,1,3,No,Travel_Rarely,1,1,2,No,Current Employees,1,34,869,18575,1,80,Y
STAFF-863,27,25 - 34,Male,Single,IT,Data Analyst,1,Associates Degree,Medical,10,0,0,0,0,8019,27,0,4,1,1,3,2,3,No,Travel_Rarely,1,6,1,Yes,Ex-Employees,0,75,789,21447,1,80,Y
STAFF-864,27,25 - 34,Male,Married,HR,HR Manager,2,Master's Degree,Medical,19,1,1,0,0,10516,18,0,4,2,4,3,4,3,Yes,Non-Travel,12,3,2,No,Current Employees,1,88,861,10905,1,80,Y
STAFF-865,24,Under 25,Male,Single,IT,IT Support,1,High School,Medical,10,5,0,0,5,6635,13,0,1,1,3,2,4,3,No,Non-Travel,2,3,5,Yes,Ex-Employees,0,48,1018,14888,1,80,Y
STAFF-866,42,35 - 44,Male,Married,Marketing,Content Creator,3,High School,Marketing,23,2,2,0,2,10250,18,0,3,3,2,4,1,3,Yes,Non-Travel,2,5,2,Yes,Ex-Employees,0,42,595,25182,1,80,Y
STAFF-867,30,25 - 34,Male,Single,R&D,Healthcare Representative,1,Associates Degree,Technical Degree,11,4,3,0,0,8759,10,0,2,4,1,2,1,3,No,Travel_Frequently,8,5,1,Yes,Ex-Employees,0,60,1450,19014,1,80,Y
STAFF-868,39,35 - 44,Female,Divorced,Sales,Manager,1,High School,Medical,13,9,0,0,2,10319,16,1,1,2,2,2,3,4,No,Non-Travel,1,6,1,Yes,Ex-Employees,0,97,862,15658,1,80,Y
STAFF-869,34,25 - 34,Female,Divorced,IT,IT Support,1,Associates Degree,Medical,11,2,1,0,1,5779,19,1,3,1,3,3,4,3,No,Travel_Rarely,5,0,2,No,Current Employees,1,78,100,15913,1,80,Y
STAFF-870,35,35 - 44,Male,Divorced,HR,Recruiter,1,Bachelor's Degree,Other,10,0,0,0,0,6973,19,0,2,4,1,1,2,3,Yes,Travel_Rarely,4,6,2,No,Current Employees,1,56,1042,9948,1,80,Y
STAFF-871,41,35 - 44,Female,Divorced,HR,HR Specialist,3,Associates Degree,Other,4,1,1,0,0,9868,14,1,1,4,1,1,4,3,Yes,Travel_Frequently,8,5,3,Yes,Ex-Employees,0,95,490,12348,1,80,Y
STAFF-872,38,35 - 44,Female,Divorced,Marketing,Content Creator,2,Bachelor's Degree,Medical,19,1,1,0,0,9128,13,1,4,4,1,1,1,3,No,Non-Travel,4,5,1,Yes,Ex-Employees,0,137,812,22102,1,80,Y
STAFF-873,45,45 - 54,Male,Single,Sales,Sales Representative,2,Master's Degree,Other,17,0,0,0,0,8282,13,0,4,1,2,4,2,3,Yes,Travel_Rarely,4,6,1,No,Current Employees,1,67,1471,8252,1,80,Y
STAFF-874,48,45 - 54,Male,Divorced,Sales,Sales Executive,2,Master's Degree,Other,25,2,2,0,2,10740,21,0,1,1,1,1,1,4,No,Non-Travel,4,4,1,No,Current Employees,1,62,782,16398,1,80,Y
STAFF-875,25,25 - 34,Male,Married,IT,IT Support,1,Associates Degree,Human Resources,7,4,4,1,3,5710,9,0,2,2,3,1,4,2,Yes,Travel_Rarely,1,3,1,Yes,Ex-Employees,0,58,775,24480,1,80,Y
STAFF-876,40,35 - 44,Male,Single,Marketing,Content Creator,1,Bachelor's Degree,Technical Degree,13,2,0,0,1,5386,8,0,3,4,1,1,2,2,No,Travel_Rarely,2,6,1,No,Current Employees,1,65,945,6929,1,80,Y
STAFF-877,37,35 - 44,Male,Divorced,Sales,Sales Representative,1,Master's Degree,Marketing,17,0,0,0,0,8335,11,3,2,4,2,4,3,2,No,Non-Travel,13,6,1,No,Current Employees,1,55,606,21647,1,80,Y
STAFF-878,39,35 - 44,Female,Single,Marketing,Content Creator,3,Bachelor's Degree,Medical,17,0,0,0,0,12390,14,0,3,3,1,3,4,2,No,Travel_Rarely,7,2,1,No,Current Employees,1,69,1002,19004,1,80,Y
STAFF-879,41,35 - 44,Male,Single,HR,HR Specialist,2,Master's Degree,Life Sciences,16,14,1,0,0,11163,13,1,1,3,1,3,1,2,Yes,Non-Travel,8,6,2,No,Current Employees,1,60,1013,15463,1,80,Y
STAFF-880,39,35 - 44,Female,Single,Sales,Sales Representative,3,Associates Degree,Technical Degree,14,1,1,1,0,8450,28,2,2,1,1,2,3,3,No,Travel_Rarely,10,1,3,Yes,Ex-Employees,0,62,479,19246,1,80,Y
STAFF-881,31,25 - 34,Female,Married,IT,Data Analyst,1,Bachelor's Degree,Human Resources,3,0,0,0,0,8907,20,0,3,2,3,3,3,3,Yes,Travel_Frequently,13,5,3,Yes,Ex-Employees,0,88,697,18976,1,80,Y
STAFF-882,42,35 - 44,Female,Divorced,IT,Software Engineer,2,Bachelor's Degree,Medical,17,3,0,0,1,6367,12,0,2,3,2,2,4,3,No,Non-Travel,11,0,1,Yes,Ex-Employees,0,40,836,21035,1,80,Y
STAFF-883,50,45 - 54,Female,Single,Sales,Sales Executive,2,High School,Marketing,28,5,0,0,3,7821,15,1,1,2,3,4,4,4,No,Travel_Rarely,3,4,1,Yes,Ex-Employees,0,86,928,14935,1,80,Y
STAFF-884,40,35 - 44,Male,Single,Sales,Sales Representative,4,Bachelor's Degree,Technical Degree,21,4,0,0,1,14081,15,1,4,4,4,1,1,2,No,Non-Travel,3,6,1,No,Current Employees,1,84,457,8453,1,80,Y
STAFF-885,25,25 - 34,Female,Divorced,IT,Data Analyst,4,High School,Human Resources,4,4,1,0,3,11696,12,2,1,4,3,3,1,3,Yes,Travel_Rarely,2,2,1,No,Current Employees,1,83,514,13389,1,80,Y
STAFF-886,49,45 - 54,Female,Divorced,Finance,Financial Analyst,2,Associates Degree,Technical Degree,30,2,1,0,1,8935,22,1,2,3,4,1,3,3,No,Travel_Frequently,1,6,4,No,Current Employees,1,38,1012,17551,1,80,Y
STAFF-887,32,25 - 34,Male,Married,Marketing,Marketing Manager,2,High School,Marketing,14,0,0,0,0,8788,10,0,2,4,3,1,1,3,Yes,Travel_Rarely,49,3,1,No,Current Employees,1,85,895,20155,1,80,Y
STAFF-888,52,45 - 54,Male,Married,HR,Recruiter,3,Bachelor's Degree,Medical,28,0,0,0,0,12197,9,0,3,2,1,4,4,1,No,Travel_Rarely,12,5,2,No,Current Employees,1,79,890,16604,1,80,Y
STAFF-889,55,Over 55,Female,Married,Sales,Sales Representative,1,High School,Life Sciences,33,1,0,0,0,7655,26,0,2,1,3,1,4,3,No,Travel_Rarely,7,5,2,Yes,Ex-Employees,0,99,1114,12063,1,80,Y
STAFF-890,41,35 - 44,Female,Single,HR,HR Manager,2,Associates Degree,Other,23,1,1,0,0,7979,16,0,3,2,3,4,3,3,Yes,Non-Travel,6,0,1,Yes,Ex-Employees,0,87,895,17799,1,80,Y
STAFF-891,40,35 - 44,Male,Married,Sales,Manager,4,High School,Other,20,1,1,1,1,12675,19,2,1,1,3,4,3,3,Yes,Non-Travel,15,6,1,Yes,Ex-Employees,0,68,757,9777,1,80,Y
STAFF-892,28,25 - 34,Male,Divorced,Marketing,Content Creator,3,Bachelor's Degree,Marketing,1,1,1,0,0,11749,13,0,4,3,4,1,1,3,Yes,Non-Travel,5,5,3,Yes,Ex-Employees,0,78,563,10488,1,80,Y
STAFF-893,36,35 - 44,Male,Divorced,R&D,Laboratory Technician,2,Master's Degree,Other,9,1,0,0,0,7946,17,0,1,3,4,4,2,3,No,Non-Travel,9,2,1,Yes,Ex-Employees,0,46,809,15388,1,80,Y
STAFF-894,22,Under 25,Male,Married,Marketing,Marketing Manager,2,Bachelor's Degree,Technical Degree,0,0,0,0,0,9323,17,1,2,3,4,3,4,3,No,Travel_Rarely,3,6,1,No,Current Employees,1,80,1458,10282,1,80,Y
STAFF-895,30,25 - 34,Female,Divorced,IT,IT Support,1,Associates Degree,Life Sciences,10,1,0,0,1,4928,22,0,3,2,2,4,3,3,No,Non-Travel,8,1,3,No,Current Employees,1,73,661,18674,1,80,Y
STAFF-896,30,25 - 34,Female,Single,HR,HR Specialist,2,Associates Degree,Medical,8,0,0,0,0,8597,17,0,2,1,2,1,1,3,No,Travel_Frequently,2,6,2,Yes,Ex-Employees,0,82,907,12998,1,80,Y
STAFF-897,26,25 - 34,Male,Married,IT,Software Engineer,1,Associates Degree,Other,2,1,1,1,1,3419,11,0,1,3,4,2,3,3,No,Travel_Rarely,2,4,2,Yes,Ex-Employees,0,67,780,23935,1,80,Y
STAFF-898,24,Under 25,Female,Single,HR,Recruiter,2,Associates Degree,Other,7,0,0,0,0,7593,11,1,4,1,4,1,3,3,No,Travel_Rarely,2,3,3,No,Current Employees,1,77,592,11399,1,80,Y
STAFF-899,18,Under 25,Female,Divorced,IT,Data Analyst,2,High School,Life Sciences,0,0,0,0,0,6879,17,0,4,1,4,4,3,2,No,Non-Travel,2,4,1,No,Current Employees,1,67,1317,16505,1,80,Y
STAFF-900,41,35 - 44,Male,Divorced,Sales,Manager,1,Bachelor's Degree,Marketing,19,4,0,0,3,7850,16,0,2,3,3,2,3,2,No,Travel_Rarely,1,1,1,Yes,Ex-Employees,0,96,581,18711,1,80,Y
STAFF-901,39,35 - 44,Male,Divorced,HR,HR Manager,3,Master's Degree,Other,25,0,0,0,0,12773,20,2,4,3,3,1,3,3,No,Travel_Rarely,5,4,2,Yes,Ex-Employees,0,102,1243,16861,1,80,Y
STAFF-902,18,Under 25,Male,Divorced,Finance,Accountant,2,Bachelor's Degree,Marketing,0,0,0,0,0,7709,17,0,4,1,4,1,1,4,No,Travel_Frequently,1,5,2,Yes,Ex-Employees,0,70,860,18357,1,80,Y
STAFF-903,22,Under 25,Male,Single,HR,Recruiter,1,Associates Degree,Other,0,0,0,0,0,8794,11,0,4,3,2,4,2,3,No,Non-Travel,9,0,1,Yes,Ex-Employees,0,32,414,8193,1,80,Y
STAFF-904,43,35 - 44,Female,Married,Sales,Sales Executive,1,Bachelor's Degree,Human Resources,14,1,0,0,0,6224,7,0,1,3,2,2,2,4,Yes,Non-Travel,2,3,4,Yes,Ex-Employees,0,64,755,17954,1,80,Y
STAFF-905,28,25 - 34,Female,Single,R&D,Healthcare Representative,3,Bachelor's Degree,Marketing,13,5,0,0,0,8956,19,2,4,3,1,4,3,3,No,Non-Travel,10,1,2,Yes,Ex-Employees,0,68,1142,15722,1,80,Y
STAFF-906,22,Under 25,Male,Married,Sales,Sales Representative,1,Master's Degree,Human Resources,0,0,0,0,0,5154,14,0,1,3,2,2,3,3,No,Travel_Rarely,15,4,1,No,Current Employees,1,38,918,18113,1,80,Y
STAFF-907,31,25 - 34,Female,Married,R&D,Research Scientist,2,Bachelor's Degree,Medical,2,2,1,1,2,5012,4,0,2,3,4,4,2,2,No,Non-Travel,31,1,3,Yes,Ex-Employees,0,70,1113,9520,1,80,Y
STAFF-908,41,35 - 44,Female,Divorced,Sales,Manager,1,High School,Other,14,3,0,0,1,5311,9,0,4,4,3,4,2,2,No,Travel_Rarely,4,3,3,No,Current Employees,1,96,1160,16378,1,80,Y
STAFF-909,40,35 - 44,Female,Married,IT,Data Analyst,1,High School,Other,15,1,1,1,0,7764,18,1,3,4,2,4,2,3,No,Travel_Rarely,1,3,1,No,Current Employees,1,64,706,25152,1,80,Y
STAFF-910,37,35 - 44,Female,Married,Marketing,Content Creator,2,Associates Degree,Other,14,0,0,0,0,7355,14,0,1,4,3,3,1,2,No,Travel_Rarely,5,5,4,Yes,Ex-Employees,0,41,561,13831,1,80,Y
STAFF-911,18,Under 25,Male,Married,Finance,Accountant,1,Associates Degree,Human Resources,0,0,0,0,0,9116,15,0,1,1,2,1,2,3,Yes,Travel_Rarely,2,5,1,Yes,Ex-Employees,0,80,466,9198,1,80,Y
STAFF-912,54,45 - 54,Female,Single,HR,Recruiter,2,Bachelor's Degree,Other,28,2,1,0,2,7276,26,3,2,2,3,1,2,4,No,Non-Travel,2,5,2,Yes,Ex-Employees,0,30,717,13878,1,80,Y
STAFF-913,27,25 - 34,Female,Single,Marketing,Content Creator,2,Bachelor's Degree,Marketing,11,3,2,0,1,11548,25,0,1,2,1,1,3,3,Yes,Non-Travel,4,1,3,Yes,Ex-Employees,0,82,1088,5056,1,80,Y
STAFF-914,22,Under 25,Male,Married,IT,IT Support,2,Associates Degree,Medical,5,0,0,0,0,8115,15,1,3,3,3,1,2,3,No,Travel_Rarely,7,0,2,Yes,Ex-Employees,0,48,454,9960,1,80,Y
STAFF-915,21,Under 25,Female,Married,Sales,Sales Executive,2,Associates Degree,Technical Degree,0,0,0,0,0,7054,19,1,2,2,4,3,3,4,Yes,Travel_Rarely,1,3,1,Yes,Ex-Employees,0,65,642,13018,1,80,Y
STAFF-916,40,35 - 44,Male,Single,Marketing,Marketing Manager,2,Bachelor's Degree,Medical,16,5,1,1,1,10050,12,1,2,4,3,4,2,2,No,Non-Travel,1,3,3,No,Current Employees,1,105,1154,8759,1,80,Y
STAFF-917,39,35 - 44,Female,Married,Marketing,Marketing Manager,2,Associates Degree,Technical Degree,24,0,0,0,0,7874,14,0,2,3,4,1,2,3,No,Travel_Frequently,1,5,1,Yes,Ex-Employees,0,65,755,20517,1,80,Y
STAFF-918,18,Under 25,Female,Married,R&D,Laboratory Technician,3,Associates Degree,Marketing,0,0,0,0,0,10770,19,0,2,4,4,1,3,3,No,Travel_Rarely,9,6,1,No,Current Employees,1,63,1035,25023,1,80,Y
STAFF-919,37,35 - 44,Female,Divorced,Marketing,Marketing Manager,1,High School,Marketing,22,4,2,2,0,5435,7,0,1,1,3,3,1,4,Yes,Non-Travel,9,2,3,Yes,Ex-Employees,0,74,646,11586,1,80,Y
STAFF-920,38,35 - 44,Female,Married,HR,HR Specialist,2,Associates Degree,Medical,14,0,0,0,0,11689,16,1,4,3,1,2,1,3,No,Travel_Rarely,4,0,2,Yes,Ex-Employees,0,30,580,18297,1,80,Y
STAFF-921,51,45 - 54,Male,Divorced,Finance,Finance Manager,2,Bachelor's Degree,Marketing,32,3,2,2,0,8931,20,0,2,1,2,1,3,4,No,Non-Travel,10,1,1,No,Current Employees,1,63,150,17170,1,80,Y
STAFF-922,49,45 - 54,Female,Married,HR,HR Specialist,1,Master's Degree,Other,27,1,0,0,0,6288,12,2,1,4,1,2,2,3,No,Travel_Rarely,11,3,2,No,Current Employees,1,91,1117,16568,1,80,Y
STAFF-923,33,25 - 34,Female,Single,Marketing,Content Creator,1,Associates Degree,Technical Degree,7,7,0,0,0,6042,13,0,2,1,2,2,4,3,No,Travel_Frequently,4,6,1,No,Current Employees,1,39,475,20079,1,80,Y
STAFF-924,35,35 - 44,Male,Married,Sales,Sales Representative,3,PhD,Technical Degree,9,2,2,1,2,12271,9,1,3,1,1,4,2,2,Yes,Travel_Rarely,7,3,1,Yes,Ex-Employees,0,68,953,17945,1,80,Y
STAFF-925,38,35 - 44,Female,Divorced,IT,IT Support,1,Bachelor's Degree,Marketing,18,2,1,0,2,6913,17,0,3,2,1,4,2,3,No,Travel_Rarely,5,2,5,No,Current Employees,1,51,700,20890,1,80,Y
STAFF-926,30,25 - 34,Female,Married,Sales,Sales Representative,2,Associates Degree,Medical,3,0,0,0,0,9761,24,0,2,4,2,1,1,3,Yes,Non-Travel,20,4,1,Yes,Ex-Employees,0,30,564,15091,1,80,Y
STAFF-927,32,25 - 34,Female,Married,Finance,Financial Analyst,3,Bachelor's Degree,Technical Degree,9,0,0,0,0,9294,16,1,4,4,1,4,1,3,No,Travel_Rarely,8,3,1,No,Current Employees,1,44,787,15419,1,80,Y
STAFF-928,35,35 - 44,Female,Divorced,R&D,Healthcare Representative,2,Bachelor's Degree,Medical,9,7,1,1,0,8791,22,0,4,3,2,2,1,3,No,Non-Travel,4,4,2,No,Current Employees,1,77,678,8252,1,80,Y
STAFF-929,54,45 - 54,Male,Single,IT,Data Analyst,1,High School,Technical Degree,39,1,1,1,1,6781,14,0,2,3,2,4,4,4,No,Travel_Rarely,15,6,5,Yes,Ex-Employees,0,30,1027,17500,1,80,Y
STAFF-930,29,25 - 34,Female,Divorced,Marketing,Content Creator,3,Bachelor's Degree,Life Sciences,6,1,1,0,1,12332,13,0,4,4,1,3,4,3,Yes,Travel_Frequently,3,1,1,Yes,Ex-Employees,0,54,1214,17318,1,80,Y
STAFF-931,41,35 - 44,Female,Single,IT,Data Analyst,2,High School,Human Resources,13,0,0,0,0,8748,11,0,4,3,2,1,3,4,No,Travel_Rarely,1,5,1,No,Current Employees,1,63,1121,20192,1,80,Y
STAFF-932,42,35 - 44,Male,Single,Sales,Sales Executive,1,Master's Degree,Marketing,22,1,1,1,1,6421,16,0,3,1,2,4,3,3,Yes,Travel_Frequently,2,4,1,Yes,Ex-Employees,0,63,701,18929,1,80,Y
STAFF-933,24,Under 25,Male,Single,Finance,Financial Analyst,3,Associates Degree,Other,7,5,0,0,0,11103,14,2,4,1,2,1,3,3,No,Non-Travel,5,5,5,Yes,Ex-Employees,0,58,900,6192,1,80,Y
STAFF-934,45,45 - 54,Female,Married,Marketing,Marketing Manager,3,Master's Degree,Life Sciences,27,4,2,1,3,11458,20,1,4,1,3,3,2,3,No,Travel_Rarely,10,1,3,Yes,Ex-Employees,0,56,840,16716,1,80,Y
